CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Indonesia,IDN,NA,NA,NAT_TOTAL,20200921,2,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,248852,9677,68.98,68.98,68.57,68.57,58.61,58.61,61.86,61.86,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200922,2,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,252923,9837,68.98,68.98,68.57,68.57,58.61,58.61,61.86,61.86,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200923,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,257388,9977,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200924,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,482841497,0,2,1,1,1,0,0,4,1,0,NA,NA,262022,10105,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200925,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,266845,10218,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200926,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,271339,10308,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200927,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,275213,10386,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200928,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,NA,4,1,0,NA,NA,278722,10473,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200929,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,282724,10601,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20200930,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,287008,10740,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201001,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,291182,10856,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201002,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,295499,10972,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201003,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,299506,11055,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201004,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,303498,11151,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201005,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,307120,11253,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201006,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,311176,11374,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201007,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,315714,11472,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201008,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,320564,11580,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201009,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,324658,11677,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201010,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,328952,11765,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201011,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,333449,11844,72.69,72.69,72.14,72.14,60.83,60.83,64.42,64.42,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201012,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,336716,11935,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201013,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,340622,12027,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201014,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,344749,12156,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201015,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,349160,12268,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201016,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,353461,12347,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201017,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,357762,12431,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201018,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,361867,12511,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201019,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,365240,12617,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201020,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,368842,12734,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201021,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,373109,12857,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201022,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,377541,12959,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201023,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,381910,13077,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201024,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,385980,13205,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201025,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,389712,13299,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201026,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,392934,13411,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201027,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,396454,13512,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201028,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,400483,13612,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201029,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,404048,13701,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201030,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,406945,13782,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201031,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,410088,13869,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201101,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,412784,13943,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201102,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,415402,14044,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201103,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,418375,14146,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201104,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,421731,14259,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201105,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,425796,14348,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201106,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,429574,14442,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201107,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,433836,14540,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201108,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,437716,14614,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201109,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,440569,14689,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201110,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,444348,14761,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201111,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,448118,14836,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201112,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,452291,14933,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201113,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,457735,15037,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201114,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,463007,15148,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201115,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,467113,15211,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201116,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,470648,15296,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201117,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,474455,15393,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201118,2,0,2,0,1,0,4,0,1,0,1,0,1,0,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,478720,15503,50.46,50.46,60.24,60.24,47.5,47.5,49.04,49.04,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201119,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,483518,15600,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201120,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,488310,15678,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201121,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,493308,15774,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201122,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,497668,15884,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201123,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,502110,16002,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201124,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,506302,16111,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201125,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,511836,16225,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201126,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,516753,16352,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201127,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,522581,16521,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201128,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,527999,16646,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201129,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,534266,16815,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201130,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,538883,16945,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201201,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,543975,17081,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201202,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,549508,17199,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201203,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,557877,17355,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201204,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,563680,17479,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201205,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,569707,17589,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201206,2,0,2,0,2,0,4,0,1,0,1,0,2,1,3,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,575796,17740,64.35,64.35,69.76,69.76,55.83,55.83,58.65,58.65,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201207,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,581550,17867,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201208,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,586842,18000,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201209,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,592900,18171,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201210,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,598933,18336,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201211,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,605243,18511,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201212,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,611631,18653,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201213,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,617820,18819,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201214,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,623309,18956,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201215,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,629429,19111,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
Indonesia,IDN,NA,NA,NAT_TOTAL,20201216,2,0,2,0,2,0,4,0,1,0,1,0,2,1,1,1,0,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,636154,19248,58.8,58.8,62.62,62.62,52.5,52.5,54.81,54.81,37.5,37.5
